series_id,indicator_name,frequency,fecha,valor,anio,mes,dia,trimestre
F022.TPM.TIN.D001.NO.Z.D,Tasa de Política Monetaria,DAILY,2020-07-08,0.5,2020,7,8,3
F022.TPM.TIN.D001.NO.Z.D,Tasa de Política Monetaria,DAILY,2020-07-09,0.5,2020,7,9,3
F022.TPM.TIN.D001.NO.Z.D,Tasa de Política Monetaria,DAILY,2020-07-10,0.5,2020,7,10,3
F022.TPM.TIN.D001.NO.Z.D,Tasa de Política Monetaria,DAILY,2020-07-13,0.5,2020,7,13,3
F022.TPM.TIN.D001.NO.Z.D,Tasa de Política Monetaria,DAILY,2020-07-14,0.5,2020,7,14,3
F022.TPM.TIN.D001.NO.Z.D,Tasa de Política Monetaria,DAILY,2020-07-15,0.5,2020,7,15,3
F022.TPM.TIN.D001.NO.Z.D,Tasa de Política Monetaria,DAILY,2020-07-17,0.5,2020,7,17,3
F022.TPM.TIN.D001.NO.Z.D,Tasa de Política Monetaria,DAILY,2020-07-20,0.5,2020,7,20,3
F022.TPM.TIN.D001.NO.Z.D,Tasa de Política Monetaria,DAILY,2020-07-21,0.5,2020,7,21,3
F022.TPM.TIN.D001.NO.Z.D,Tasa de Política Monetaria,DAILY,2020-07-22,0.5,2020,7,22,3
F022.TPM.TIN.D001.NO.Z.D,Tasa de Política Monetaria,DAILY,2020-07-23,0.5,2020,7,23,3
F022.TPM.TIN.D001.NO.Z.D,Tasa de Política Monetaria,DAILY,2020-07-24,0.5,2020,7,24,3
F022.TPM.TIN.D001.NO.Z.D,Tasa de Política Monetaria,DAILY,2020-07-27,0.5,2020,7,27,3
F022.TPM.TIN.D001.NO.Z.D,Tasa de Política Monetaria,DAILY,2020-07-28,0.5,2020,7,28,3
F022.TPM.TIN.D001.NO.Z.D,Tasa de Política Monetaria,DAILY,2020-07-29,0.5,2020,7,29,3
F022.TPM.TIN.D001.NO.Z.D,Tasa de Política Monetaria,DAILY,2020-07-30,0.5,2020,7,30,3
F022.TPM.TIN.D001.NO.Z.D,Tasa de Política Monetaria,DAILY,2020-07-31,0.5,2020,7,31,3
F022.TPM.TIN.D001.NO.Z.D,Tasa de Política Monetaria,DAILY,2020-08-03,0.5,2020,8,3,3
F022.TPM.TIN.D001.NO.Z.D,Tasa de Política Monetaria,DAILY,2020-08-04,0.5,2020,8,4,3
F022.TPM.TIN.D001.NO.Z.D,Tasa de Política Monetaria,DAILY,2020-08-05,0.5,2020,8,5,3
F022.TPM.TIN.D001.NO.Z.D,Tasa de Política Monetaria,DAILY,2020-08-06,0.5,2020,8,6,3
F022.TPM.TIN.D001.NO.Z.D,Tasa de Política Monetaria,DAILY,2020-08-07,0.5,2020,8,7,3
F022.TPM.TIN.D001.NO.Z.D,Tasa de Política Monetaria,DAILY,2020-08-10,0.5,2020,8,10,3
F022.TPM.TIN.D001.NO.Z.D,Tasa de Política Monetaria,DAILY,2020-08-11,0.5,2020,8,11,3
F022.TPM.TIN.D001.NO.Z.D,Tasa de Política Monetaria,DAILY,2020-08-12,0.5,2020,8,12,3
F022.TPM.TIN.D001.NO.Z.D,Tasa de Política Monetaria,DAILY,2020-08-13,0.5,2020,8,13,3
F022.TPM.TIN.D001.NO.Z.D,Tasa de Política Monetaria,DAILY,2020-08-14,0.5,2020,8,14,3
F022.TPM.TIN.D001.NO.Z.D,Tasa de Política Monetaria,DAILY,2020-08-17,0.5,2020,8,17,3
F022.TPM.TIN.D001.NO.Z.D,Tasa de Política Monetaria,DAILY,2020-08-18,0.5,2020,8,18,3
F022.TPM.TIN.D001.NO.Z.D,Tasa de Política Monetaria,DAILY,2020-08-19,0.5,2020,8,19,3
F022.TPM.TIN.D001.NO.Z.D,Tasa de Política Monetaria,DAILY,2020-08-20,0.5,2020,8,20,3
F022.TPM.TIN.D001.NO.Z.D,Tasa de Política Monetaria,DAILY,2020-08-21,0.5,2020,8,21,3
F022.TPM.TIN.D001.NO.Z.D,Tasa de Política Monetaria,DAILY,2020-08-24,0.5,2020,8,24,3
F022.TPM.TIN.D001.NO.Z.D,Tasa de Política Monetaria,DAILY,2020-08-25,0.5,2020,8,25,3
F022.TPM.TIN.D001.NO.Z.D,Tasa de Política Monetaria,DAILY,2020-08-26,0.5,2020,8,26,3
F022.TPM.TIN.D001.NO.Z.D,Tasa de Política Monetaria,DAILY,2020-08-27,0.5,2020,8,27,3
F022.TPM.TIN.D001.NO.Z.D,Tasa de Política Monetaria,DAILY,2020-08-28,0.5,2020,8,28,3
F022.TPM.TIN.D001.NO.Z.D,Tasa de Política Monetaria,DAILY,2020-08-31,0.5,2020,8,31,3
F022.TPM.TIN.D001.NO.Z.D,Tasa de Política Monetaria,DAILY,2020-09-01,0.5,2020,9,1,3
F022.TPM.TIN.D001.NO.Z.D,Tasa de Política Monetaria,DAILY,2020-09-02,0.5,2020,9,2,3
F022.TPM.TIN.D001.NO.Z.D,Tasa de Política Monetaria,DAILY,2020-09-03,0.5,2020,9,3,3
F022.TPM.TIN.D001.NO.Z.D,Tasa de Política Monetaria,DAILY,2020-09-04,0.5,2020,9,4,3
F022.TPM.TIN.D001.NO.Z.D,Tasa de Política Monetaria,DAILY,2020-09-07,0.5,2020,9,7,3
F022.TPM.TIN.D001.NO.Z.D,Tasa de Política Monetaria,DAILY,2020-09-08,0.5,2020,9,8,3
F022.TPM.TIN.D001.NO.Z.D,Tasa de Política Monetaria,DAILY,2020-09-09,0.5,2020,9,9,3
F022.TPM.TIN.D001.NO.Z.D,Tasa de Política Monetaria,DAILY,2020-09-10,0.5,2020,9,10,3
F022.TPM.TIN.D001.NO.Z.D,Tasa de Política Monetaria,DAILY,2020-09-11,0.5,2020,9,11,3
F022.TPM.TIN.D001.NO.Z.D,Tasa de Política Monetaria,DAILY,2020-09-14,0.5,2020,9,14,3
F022.TPM.TIN.D001.NO.Z.D,Tasa de Política Monetaria,DAILY,2020-09-15,0.5,2020,9,15,3
F022.TPM.TIN.D001.NO.Z.D,Tasa de Política Monetaria,DAILY,2020-09-16,0.5,2020,9,16,3
F022.TPM.TIN.D001.NO.Z.D,Tasa de Política Monetaria,DAILY,2020-09-17,0.5,2020,9,17,3
F022.TPM.TIN.D001.NO.Z.D,Tasa de Política Monetaria,DAILY,2020-09-21,0.5,2020,9,21,3
F022.TPM.TIN.D001.NO.Z.D,Tasa de Política Monetaria,DAILY,2020-09-22,0.5,2020,9,22,3
F022.TPM.TIN.D001.NO.Z.D,Tasa de Política Monetaria,DAILY,2020-09-23,0.5,2020,9,23,3
F022.TPM.TIN.D001.NO.Z.D,Tasa de Política Monetaria,DAILY,2020-09-24,0.5,2020,9,24,3
F022.TPM.TIN.D001.NO.Z.D,Tasa de Política Monetaria,DAILY,2020-09-25,0.5,2020,9,25,3
F022.TPM.TIN.D001.NO.Z.D,Tasa de Política Monetaria,DAILY,2020-09-28,0.5,2020,9,28,3
F022.TPM.TIN.D001.NO.Z.D,Tasa de Política Monetaria,DAILY,2020-09-29,0.5,2020,9,29,3
F022.TPM.TIN.D001.NO.Z.D,Tasa de Política Monetaria,DAILY,2020-09-30,0.5,2020,9,30,3
F022.TPM.TIN.D001.NO.Z.D,Tasa de Política Monetaria,DAILY,2020-10-01,0.5,2020,10,1,4
F022.TPM.TIN.D001.NO.Z.D,Tasa de Política Monetaria,DAILY,2020-10-02,0.5,2020,10,2,4
F022.TPM.TIN.D001.NO.Z.D,Tasa de Política Monetaria,DAILY,2020-10-05,0.5,2020,10,5,4
F022.TPM.TIN.D001.NO.Z.D,Tasa de Política Monetaria,DAILY,2020-10-06,0.5,2020,10,6,4
F022.TPM.TIN.D001.NO.Z.D,Tasa de Política Monetaria,DAILY,2020-10-07,0.5,2020,10,7,4
F022.TPM.TIN.D001.NO.Z.D,Tasa de Política Monetaria,DAILY,2020-10-08,0.5,2020,10,8,4
F022.TPM.TIN.D001.NO.Z.D,Tasa de Política Monetaria,DAILY,2020-10-09,0.5,2020,10,9,4
F022.TPM.TIN.D001.NO.Z.D,Tasa de Política Monetaria,DAILY,2020-10-13,0.5,2020,10,13,4
F022.TPM.TIN.D001.NO.Z.D,Tasa de Política Monetaria,DAILY,2020-10-14,0.5,2020,10,14,4
F022.TPM.TIN.D001.NO.Z.D,Tasa de Política Monetaria,DAILY,2020-10-15,0.5,2020,10,15,4
F022.TPM.TIN.D001.NO.Z.D,Tasa de Política Monetaria,DAILY,2020-10-16,0.5,2020,10,16,4
F022.TPM.TIN.D001.NO.Z.D,Tasa de Política Monetaria,DAILY,2020-10-19,0.5,2020,10,19,4
F022.TPM.TIN.D001.NO.Z.D,Tasa de Política Monetaria,DAILY,2020-10-20,0.5,2020,10,20,4
F022.TPM.TIN.D001.NO.Z.D,Tasa de Política Monetaria,DAILY,2020-10-21,0.5,2020,10,21,4
F022.TPM.TIN.D001.NO.Z.D,Tasa de Política Monetaria,DAILY,2020-10-22,0.5,2020,10,22,4
F022.TPM.TIN.D001.NO.Z.D,Tasa de Política Monetaria,DAILY,2020-10-23,0.5,2020,10,23,4
F022.TPM.TIN.D001.NO.Z.D,Tasa de Política Monetaria,DAILY,2020-10-26,0.5,2020,10,26,4
F022.TPM.TIN.D001.NO.Z.D,Tasa de Política Monetaria,DAILY,2020-10-27,0.5,2020,10,27,4
F022.TPM.TIN.D001.NO.Z.D,Tasa de Política Monetaria,DAILY,2020-10-28,0.5,2020,10,28,4
F022.TPM.TIN.D001.NO.Z.D,Tasa de Política Monetaria,DAILY,2020-10-29,0.5,2020,10,29,4
F022.TPM.TIN.D001.NO.Z.D,Tasa de Política Monetaria,DAILY,2020-10-30,0.5,2020,10,30,4
F022.TPM.TIN.D001.NO.Z.D,Tasa de Política Monetaria,DAILY,2020-11-02,0.5,2020,11,2,4
F022.TPM.TIN.D001.NO.Z.D,Tasa de Política Monetaria,DAILY,2020-11-03,0.5,2020,11,3,4
F022.TPM.TIN.D001.NO.Z.D,Tasa de Política Monetaria,DAILY,2020-11-04,0.5,2020,11,4,4
F022.TPM.TIN.D001.NO.Z.D,Tasa de Política Monetaria,DAILY,2020-11-05,0.5,2020,11,5,4
F022.TPM.TIN.D001.NO.Z.D,Tasa de Política Monetaria,DAILY,2020-11-06,0.5,2020,11,6,4
F022.TPM.TIN.D001.NO.Z.D,Tasa de Política Monetaria,DAILY,2020-11-09,0.5,2020,11,9,4
F022.TPM.TIN.D001.NO.Z.D,Tasa de Política Monetaria,DAILY,2020-11-10,0.5,2020,11,10,4
F022.TPM.TIN.D001.NO.Z.D,Tasa de Política Monetaria,DAILY,2020-11-11,0.5,2020,11,11,4
F022.TPM.TIN.D001.NO.Z.D,Tasa de Política Monetaria,DAILY,2020-11-12,0.5,2020,11,12,4
F022.TPM.TIN.D001.NO.Z.D,Tasa de Política Monetaria,DAILY,2020-11-13,0.5,2020,11,13,4
F022.TPM.TIN.D001.NO.Z.D,Tasa de Política Monetaria,DAILY,2020-11-16,0.5,2020,11,16,4
F022.TPM.TIN.D001.NO.Z.D,Tasa de Política Monetaria,DAILY,2020-11-17,0.5,2020,11,17,4
